"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"18.02.2019 03:00 - 18.02.2019 03:30","24229","26006"
"18.02.2019 03:30 - 18.02.2019 04:00","23905","24131"
"18.02.2019 04:00 - 18.02.2019 04:30","23851","24608"
"18.02.2019 04:30 - 18.02.2019 05:00","24325","24552"
"18.02.2019 05:00 - 18.02.2019 05:30","25390","24838"
"18.02.2019 05:30 - 18.02.2019 06:00","27776","26256"
"18.02.2019 06:00 - 18.02.2019 06:30","31122","27480"
"18.02.2019 06:30 - 18.02.2019 07:00","34367","32096"
"18.02.2019 07:00 - 18.02.2019 07:30","36813","34890"
"18.02.2019 07:30 - 18.02.2019 08:00","38286","37907"
"18.02.2019 08:00 - 18.02.2019 08:30","39390","39438"
"18.02.2019 08:30 - 18.02.2019 09:00","40207","39397"
"18.02.2019 09:00 - 18.02.2019 09:30","40614","39723"
"18.02.2019 09:30 - 18.02.2019 10:00","40532","40675"
"18.02.2019 10:00 - 18.02.2019 10:30","40686","40908"
"18.02.2019 10:30 - 18.02.2019 11:00","40828","40890"
"18.02.2019 11:00 - 18.02.2019 11:30","40771","45088"
"18.02.2019 11:30 - 18.02.2019 12:00","40881","45327"
"18.02.2019 12:00 - 18.02.2019 12:30","40783","45800"
"18.02.2019 12:30 - 18.02.2019 13:00","40535","45744"
"18.02.2019 13:00 - 18.02.2019 13:30","40338","45762"
"18.02.2019 13:30 - 18.02.2019 14:00","40080","45122"
"18.02.2019 14:00 - 18.02.2019 14:30","39808","44567"
"18.02.2019 14:30 - 18.02.2019 15:00","39582","44301"
"18.02.2019 15:00 - 18.02.2019 15:30","39664","42750"
"18.02.2019 15:30 - 18.02.2019 16:00","39934","42856"
"18.02.2019 16:00 - 18.02.2019 16:30","40377","43786"
"18.02.2019 16:30 - 18.02.2019 17:00","41405","44091"
"18.02.2019 17:00 - 18.02.2019 17:30","43268","45938"
"18.02.2019 17:30 - 18.02.2019 18:00","44816","47206"
"18.02.2019 18:00 - 18.02.2019 18:30","44953","47789"
"18.02.2019 18:30 - 18.02.2019 19:00","44255","47265"
"18.02.2019 19:00 - 18.02.2019 19:30","43239","46218"
"18.02.2019 19:30 - 18.02.2019 20:00","41985","44853"
"18.02.2019 20:00 - 18.02.2019 20:30","40571","43733"
"18.02.2019 20:30 - 18.02.2019 21:00","38901","42253"
"18.02.2019 21:00 - 18.02.2019 21:30","36753","40635"
"18.02.2019 21:30 - 18.02.2019 22:00","34462","38786"
"18.02.2019 22:00 - 18.02.2019 22:30","32395","36323"
"18.02.2019 22:30 - 18.02.2019 23:00","30298","34334"
"18.02.2019 23:00 - 18.02.2019 23:30","28566","31506"
"18.02.2019 23:30 - 19.02.2019 00:00","27615","29990"
"19.02.2019 00:00 - 19.02.2019 00:30","27405","30282"
"19.02.2019 00:30 - 19.02.2019 01:00","27631","30835"
"19.02.2019 01:00 - 19.02.2019 01:30","27242","29633"
"19.02.2019 01:30 - 19.02.2019 02:00","26739","28897"
"19.02.2019 02:00 - 19.02.2019 02:30","26531","28308"
"19.02.2019 02:30 - 19.02.2019 03:00","26381","27918"
"19.02.2019 03:00 - 19.02.2019 03:30","25932","27781"
"19.02.2019 03:30 - 19.02.2019 04:00","25553","27253"
"19.02.2019 04:00 - 19.02.2019 04:30","25576","27682"
"19.02.2019 04:30 - 19.02.2019 05:00","25981","27968"
"19.02.2019 05:00 - 19.02.2019 05:30","26715","29793"
"19.02.2019 05:30 - 19.02.2019 06:00","28908","31525"
"19.02.2019 06:00 - 19.02.2019 06:30","32270","35167"
"19.02.2019 06:30 - 19.02.2019 07:00","35423","37905"
"19.02.2019 07:00 - 19.02.2019 07:30","37819","40399"
"19.02.2019 07:30 - 19.02.2019 08:00","39064","41894"
"19.02.2019 08:00 - 19.02.2019 08:30","39727","43552"
"19.02.2019 08:30 - 19.02.2019 09:00","40343","44584"
"19.02.2019 09:00 - 19.02.2019 09:30","40888","43458"
"19.02.2019 09:30 - 19.02.2019 10:00","40935","45179"
"19.02.2019 10:00 - 19.02.2019 10:30","40707","45076"
"19.02.2019 10:30 - 19.02.2019 11:00","40659","44888"
"19.02.2019 11:00 - 19.02.2019 11:30","40848","44792"
"19.02.2019 11:30 - 19.02.2019 12:00","40871","44923"
"19.02.2019 12:00 - 19.02.2019 12:30","40725","45013"
"19.02.2019 12:30 - 19.02.2019 13:00","40663","44648"
"19.02.2019 13:00 - 19.02.2019 13:30","40581","44568"
"19.02.2019 13:30 - 19.02.2019 14:00","40148","44526"
"19.02.2019 14:00 - 19.02.2019 14:30","39626","44577"
"19.02.2019 14:30 - 19.02.2019 15:00","39323","44401"
"19.02.2019 15:00 - 19.02.2019 15:30","39555","44705"
"19.02.2019 15:30 - 19.02.2019 16:00","39935","45019"
"19.02.2019 16:00 - 19.02.2019 16:30","40739","45581"
"19.02.2019 16:30 - 19.02.2019 17:00","42240","46139"
"19.02.2019 17:00 - 19.02.2019 17:30","43980","47561"
"19.02.2019 17:30 - 19.02.2019 18:00","45217","48951"
"19.02.2019 18:00 - 19.02.2019 18:30","45225","49249"
"19.02.2019 18:30 - 19.02.2019 19:00","44447","49075"
"19.02.2019 19:00 - 19.02.2019 19:30","43383","48794"
"19.02.2019 19:30 - 19.02.2019 20:00","42240","47440"
"19.02.2019 20:00 - 19.02.2019 20:30","40775","45962"
"19.02.2019 20:30 - 19.02.2019 21:00","38942","44133"
"19.02.2019 21:00 - 19.02.2019 21:30","36846","42190"
"19.02.2019 21:30 - 19.02.2019 22:00","34451","39911"
"19.02.2019 22:00 - 19.02.2019 22:30","32200","36225"
"19.02.2019 22:30 - 19.02.2019 23:00","30139","34288"
"19.02.2019 23:00 - 19.02.2019 23:30","28459","33164"
"19.02.2019 23:30 - 20.02.2019 00:00","27464","32061"
"20.02.2019 00:00 - 20.02.2019 00:30","28049","31643"
"20.02.2019 00:30 - 20.02.2019 01:00","28191","31837"
"20.02.2019 01:00 - 20.02.2019 01:30","27607","31075"
"20.02.2019 01:30 - 20.02.2019 02:00","26875","30323"
"20.02.2019 02:00 - 20.02.2019 02:30","26475","28870"
"20.02.2019 02:30 - 20.02.2019 03:00","26184","28542"
"20.02.2019 03:00 - 20.02.2019 03:30","25699","27434"
"20.02.2019 03:30 - 20.02.2019 04:00","25371","26828"
"20.02.2019 04:00 - 20.02.2019 04:30","25401","26519"
"20.02.2019 04:30 - 20.02.2019 05:00","25922","26872"
"20.02.2019 05:00 - 20.02.2019 05:30","26808","28166"
"20.02.2019 05:30 - 20.02.2019 06:00","28902","29788"
"20.02.2019 06:00 - 20.02.2019 06:30","32034","33752"
"20.02.2019 06:30 - 20.02.2019 07:00","35132","36170"
"20.02.2019 07:00 - 20.02.2019 07:30","37295","39410"
"20.02.2019 07:30 - 20.02.2019 08:00","38636","40806"
"20.02.2019 08:00 - 20.02.2019 08:30","39518","42215"
"20.02.2019 08:30 - 20.02.2019 09:00","40083","43216"
"20.02.2019 09:00 - 20.02.2019 09:30","40734","43688"
"20.02.2019 09:30 - 20.02.2019 10:00","40904","44485"
"20.02.2019 10:00 - 20.02.2019 10:30","40917","43866"
"20.02.2019 10:30 - 20.02.2019 11:00","40947","43785"
"20.02.2019 11:00 - 20.02.2019 11:30","41056","44102"
"20.02.2019 11:30 - 20.02.2019 12:00","41268","43918"
"20.02.2019 12:00 - 20.02.2019 12:30","41167","44137"
"20.02.2019 12:30 - 20.02.2019 13:00","41054","43743"
"20.02.2019 13:00 - 20.02.2019 13:30","40973","43602"
"20.02.2019 13:30 - 20.02.2019 14:00","40831","43096"
"20.02.2019 14:00 - 20.02.2019 14:30","40519","42869"
"20.02.2019 14:30 - 20.02.2019 15:00","40226","42838"
"20.02.2019 15:00 - 20.02.2019 15:30","40318","43044"
"20.02.2019 15:30 - 20.02.2019 16:00","40477","43376"
"20.02.2019 16:00 - 20.02.2019 16:30","40850","43674"
"20.02.2019 16:30 - 20.02.2019 17:00","41866","44546"
"20.02.2019 17:00 - 20.02.2019 17:30","43502","45647"
"20.02.2019 17:30 - 20.02.2019 18:00","44612","47108"
"20.02.2019 18:00 - 20.02.2019 18:30","44544","47532"
"20.02.2019 18:30 - 20.02.2019 19:00","43780","46824"
"20.02.2019 19:00 - 20.02.2019 19:30","42690","46179"
"20.02.2019 19:30 - 20.02.2019 20:00","41342","45700"
"20.02.2019 20:00 - 20.02.2019 20:30","39832","44567"
"20.02.2019 20:30 - 20.02.2019 21:00","38118","42761"
"20.02.2019 21:00 - 20.02.2019 21:30","36054","41126"
"20.02.2019 21:30 - 20.02.2019 22:00","33818","39152"
"20.02.2019 22:00 - 20.02.2019 22:30","31856","37350"
"20.02.2019 22:30 - 20.02.2019 23:00","30057","35485"
"20.02.2019 23:00 - 20.02.2019 23:30","28368","33103"
"20.02.2019 23:30 - 21.02.2019 00:00","27470","31963"
"21.02.2019 00:00 - 21.02.2019 00:30","27621","31838"
"21.02.2019 00:30 - 21.02.2019 01:00","27713","32067"
"21.02.2019 01:00 - 21.02.2019 01:30","27057","31073"
"21.02.2019 01:30 - 21.02.2019 02:00","26322","30388"
"21.02.2019 02:00 - 21.02.2019 02:30","25866","29017"
"21.02.2019 02:30 - 21.02.2019 03:00","25572","28725"
"21.02.2019 03:00 - 21.02.2019 03:30","25112","27844"
"21.02.2019 03:30 - 21.02.2019 04:00","24698","27337"
"21.02.2019 04:00 - 21.02.2019 04:30","24727","27397"
"21.02.2019 04:30 - 21.02.2019 05:00","25197","27675"
"21.02.2019 05:00 - 21.02.2019 05:30","25973","28668"
"21.02.2019 05:30 - 21.02.2019 06:00","28190","30127"
"21.02.2019 06:00 - 21.02.2019 06:30","31565","34383"
"21.02.2019 06:30 - 21.02.2019 07:00","34751","36752"
"21.02.2019 07:00 - 21.02.2019 07:30","37040","39114"
"21.02.2019 07:30 - 21.02.2019 08:00","38152","40794"
"21.02.2019 08:00 - 21.02.2019 08:30","38770","42971"
"21.02.2019 08:30 - 21.02.2019 09:00","39340","44092"
"21.02.2019 09:00 - 21.02.2019 09:30","39589","44793"
"21.02.2019 09:30 - 21.02.2019 10:00","39391","44555"
"21.02.2019 10:00 - 21.02.2019 10:30","39297","44511"
"21.02.2019 10:30 - 21.02.2019 11:00","39425","44142"
"21.02.2019 11:00 - 21.02.2019 11:30","39583","44095"
"21.02.2019 11:30 - 21.02.2019 12:00","39694","43606"
"21.02.2019 12:00 - 21.02.2019 12:30","39725","43407"
"21.02.2019 12:30 - 21.02.2019 13:00","39696","42790"
"21.02.2019 13:00 - 21.02.2019 13:30","39566","43066"
"21.02.2019 13:30 - 21.02.2019 14:00","39273","42357"
"21.02.2019 14:00 - 21.02.2019 14:30","39068","42505"
"21.02.2019 14:30 - 21.02.2019 15:00","38976","41965"
"21.02.2019 15:00 - 21.02.2019 15:30","39181","41907"
"21.02.2019 15:30 - 21.02.2019 16:00","39349","42338"
"21.02.2019 16:00 - 21.02.2019 16:30","39796","42966"
"21.02.2019 16:30 - 21.02.2019 17:00","40940","43746"
"21.02.2019 17:00 - 21.02.2019 17:30","42468","44650"
"21.02.2019 17:30 - 21.02.2019 18:00","43630","45962"
"21.02.2019 18:00 - 21.02.2019 18:30","43714","47106"
"21.02.2019 18:30 - 21.02.2019 19:00","43071","46855"
"21.02.2019 19:00 - 21.02.2019 19:30","42131","46317"
"21.02.2019 19:30 - 21.02.2019 20:00","41108","45414"
"21.02.2019 20:00 - 21.02.2019 20:30","39760","44461"
"21.02.2019 20:30 - 21.02.2019 21:00","38055","43214"
"21.02.2019 21:00 - 21.02.2019 21:30","36219","41352"
"21.02.2019 21:30 - 21.02.2019 22:00","34066","39147"
"21.02.2019 22:00 - 21.02.2019 22:30","31960","37220"
"21.02.2019 22:30 - 21.02.2019 23:00","30023","35549"
"21.02.2019 23:00 - 21.02.2019 23:30","28422","33586"
"21.02.2019 23:30 - 22.02.2019 00:00","27667","32167"
"22.02.2019 00:00 - 22.02.2019 00:30","27833","31210"
"22.02.2019 00:30 - 22.02.2019 01:00","27875","31713"
"22.02.2019 01:00 - 22.02.2019 01:30","27316","30913"
"22.02.2019 01:30 - 22.02.2019 02:00","26685","30087"
"22.02.2019 02:00 - 22.02.2019 02:30","26400","29012"
"22.02.2019 02:30 - 22.02.2019 03:00","26203","28481"
"22.02.2019 03:00 - 22.02.2019 03:30","25685","27991"
"22.02.2019 03:30 - 22.02.2019 04:00","25247","27822"
"22.02.2019 04:00 - 22.02.2019 04:30","25378","27621"
"22.02.2019 04:30 - 22.02.2019 05:00","25931","27688"
"22.02.2019 05:00 - 22.02.2019 05:30","26723","28592"
"22.02.2019 05:30 - 22.02.2019 06:00","28752","29992"
"22.02.2019 06:00 - 22.02.2019 06:30","31788","33454"
"22.02.2019 06:30 - 22.02.2019 07:00","34789","36577"
"22.02.2019 07:00 - 22.02.2019 07:30","37015","39238"
"22.02.2019 07:30 - 22.02.2019 08:00","38315","40806"
"22.02.2019 08:00 - 22.02.2019 08:30","39069","42945"
"22.02.2019 08:30 - 22.02.2019 09:00","39413","43746"
"22.02.2019 09:00 - 22.02.2019 09:30","39768","43039"
"22.02.2019 09:30 - 22.02.2019 10:00","39829","44259"
"22.02.2019 10:00 - 22.02.2019 10:30","39866","44179"
"22.02.2019 10:30 - 22.02.2019 11:00","39934","44104"
"22.02.2019 11:00 - 22.02.2019 11:30","39851","44190"
"22.02.2019 11:30 - 22.02.2019 12:00","39814","44384"
"22.02.2019 12:00 - 22.02.2019 12:30","39623","44416"
"22.02.2019 12:30 - 22.02.2019 13:00","39315","43774"
"22.02.2019 13:00 - 22.02.2019 13:30","38823","43125"
"22.02.2019 13:30 - 22.02.2019 14:00","38395","42578"
"22.02.2019 14:00 - 22.02.2019 14:30","38046","41594"
"22.02.2019 14:30 - 22.02.2019 15:00","37658","41034"
"22.02.2019 15:00 - 22.02.2019 15:30","37681","40058"
"22.02.2019 15:30 - 22.02.2019 16:00","37445","40432"
"22.02.2019 16:00 - 22.02.2019 16:30","37501","41163"
"22.02.2019 16:30 - 22.02.2019 17:00","38412","41698"
"22.02.2019 17:00 - 22.02.2019 17:30","39827","43750"
"22.02.2019 17:30 - 22.02.2019 18:00","41248","45327"
"22.02.2019 18:00 - 22.02.2019 18:30","41399","45770"
"22.02.2019 18:30 - 22.02.2019 19:00","40689","45701"
"22.02.2019 19:00 - 22.02.2019 19:30","39916","45340"
"22.02.2019 19:30 - 22.02.2019 20:00","38916","44298"
"22.02.2019 20:00 - 22.02.2019 20:30","37582","43011"
"22.02.2019 20:30 - 22.02.2019 21:00","35914","41595"
"22.02.2019 21:00 - 22.02.2019 21:30","34243","39994"
"22.02.2019 21:30 - 22.02.2019 22:00","32600","38336"
"22.02.2019 22:00 - 22.02.2019 22:30","31089","36188"
"22.02.2019 22:30 - 22.02.2019 23:00","29563","34736"
"22.02.2019 23:00 - 22.02.2019 23:30","28147","32694"
"22.02.2019 23:30 - 23.02.2019 00:00","27688","31690"
"23.02.2019 00:00 - 23.02.2019 00:30","27978","31164"
"23.02.2019 00:30 - 23.02.2019 01:00","27808","31361"
"23.02.2019 01:00 - 23.02.2019 01:30","27031","30981"
"23.02.2019 01:30 - 23.02.2019 02:00","26137","29687"
"23.02.2019 02:00 - 23.02.2019 02:30","25649","28490"
"23.02.2019 02:30 - 23.02.2019 03:00","25269","27674"
"23.02.2019 03:00 - 23.02.2019 03:30","24690","27338"
"23.02.2019 03:30 - 23.02.2019 04:00","24198","26655"
"23.02.2019 04:00 - 23.02.2019 04:30","23877","26570"
"23.02.2019 04:30 - 23.02.2019 05:00","23877","26579"
"23.02.2019 05:00 - 23.02.2019 05:30","24298","26691"
"23.02.2019 05:30 - 23.02.2019 06:00","25279","27570"
"23.02.2019 06:00 - 23.02.2019 06:30","26575","29653"
"23.02.2019 06:30 - 23.02.2019 07:00","27790","31034"
"23.02.2019 07:00 - 23.02.2019 07:30","28924","33106"
"23.02.2019 07:30 - 23.02.2019 08:00","30173","34532"
"23.02.2019 08:00 - 23.02.2019 08:30","31973","36651"
"23.02.2019 08:30 - 23.02.2019 09:00","33685","38082"
"23.02.2019 09:00 - 23.02.2019 09:30","34839","39853"
"23.02.2019 09:30 - 23.02.2019 10:00","35336","40300"
"23.02.2019 10:00 - 23.02.2019 10:30","35288","40820"
"23.02.2019 10:30 - 23.02.2019 11:00","35190","40379"
"23.02.2019 11:00 - 23.02.2019 11:30","35254","39995"
"23.02.2019 11:30 - 23.02.2019 12:00","35347","39646"
"23.02.2019 12:00 - 23.02.2019 12:30","35371","39410"
"23.02.2019 12:30 - 23.02.2019 13:00","35094","38884"
"23.02.2019 13:00 - 23.02.2019 13:30","34552","38284"
"23.02.2019 13:30 - 23.02.2019 14:00","34040","37563"
"23.02.2019 14:00 - 23.02.2019 14:30","33623","37190"
"23.02.2019 14:30 - 23.02.2019 15:00","33319","36441"
"23.02.2019 15:00 - 23.02.2019 15:30","33046","35995"
"23.02.2019 15:30 - 23.02.2019 16:00","33042","36242"
"23.02.2019 16:00 - 23.02.2019 16:30","33744","35708"
"23.02.2019 16:30 - 23.02.2019 17:00","35111","36706"
"23.02.2019 17:00 - 23.02.2019 17:30","36800","38855"
"23.02.2019 17:30 - 23.02.2019 18:00","37904","40832"
"23.02.2019 18:00 - 23.02.2019 18:30","37958","41083"
"23.02.2019 18:30 - 23.02.2019 19:00","37336","40804"
"23.02.2019 19:00 - 23.02.2019 19:30","36386","40069"
"23.02.2019 19:30 - 23.02.2019 20:00","35351","38971"
"23.02.2019 20:00 - 23.02.2019 20:30","34340","38238"
"23.02.2019 20:30 - 23.02.2019 21:00","33292","37040"
"23.02.2019 21:00 - 23.02.2019 21:30","32246","35938"
"23.02.2019 21:30 - 23.02.2019 22:00","31017","34801"
"23.02.2019 22:00 - 23.02.2019 22:30","29941","33204"
"23.02.2019 22:30 - 23.02.2019 23:00","28882","32216"
"23.02.2019 23:00 - 23.02.2019 23:30","27757","30977"
"23.02.2019 23:30 - 24.02.2019 00:00","27337","30296"
"24.02.2019 00:00 - 24.02.2019 00:30","27036","30558"
"24.02.2019 00:30 - 24.02.2019 01:00","27395","30751"
"24.02.2019 01:00 - 24.02.2019 01:30","27079","29904"
"24.02.2019 01:30 - 24.02.2019 02:00","26199","28808"
"24.02.2019 02:00 - 24.02.2019 02:30","25338","28035"
"24.02.2019 02:30 - 24.02.2019 03:00","25083","27523"
"24.02.2019 03:00 - 24.02.2019 03:30","24395","27008"
"24.02.2019 03:30 - 24.02.2019 04:00","24124","26516"
"24.02.2019 04:00 - 24.02.2019 04:30","23780","25915"
"24.02.2019 04:30 - 24.02.2019 05:00","23744","25958"
"24.02.2019 05:00 - 24.02.2019 05:30","23838","26414"
"24.02.2019 05:30 - 24.02.2019 06:00","23957","26820"
"24.02.2019 06:00 - 24.02.2019 06:30","24911","28111"
"24.02.2019 06:30 - 24.02.2019 07:00","25572","28866"
"24.02.2019 07:00 - 24.02.2019 07:30","26441","30123"
"24.02.2019 07:30 - 24.02.2019 08:00","27437","31498"
"24.02.2019 08:00 - 24.02.2019 08:30","29353","34251"
"24.02.2019 08:30 - 24.02.2019 09:00","30793","35686"
"24.02.2019 09:00 - 24.02.2019 09:30","32228","37055"
"24.02.2019 09:30 - 24.02.2019 10:00","33450","37932"
"24.02.2019 10:00 - 24.02.2019 10:30","34178","38501"
"24.02.2019 10:30 - 24.02.2019 11:00","33906","38682"
"24.02.2019 11:00 - 24.02.2019 11:30","34316","39141"
"24.02.2019 11:30 - 24.02.2019 12:00","34620","39198"
"24.02.2019 12:00 - 24.02.2019 12:30","34657","39148"
"24.02.2019 12:30 - 24.02.2019 13:00","34803","38784"
"24.02.2019 13:00 - 24.02.2019 13:30","34468","38299"
"24.02.2019 13:30 - 24.02.2019 14:00","34039","37596"
"24.02.2019 14:00 - 24.02.2019 14:30","33377","37214"
"24.02.2019 14:30 - 24.02.2019 15:00","32929","36907"
"24.02.2019 15:00 - 24.02.2019 15:30","33065","37003"
"24.02.2019 15:30 - 24.02.2019 16:00","33386","37296"
"24.02.2019 16:00 - 24.02.2019 16:30","33946","38457"
"24.02.2019 16:30 - 24.02.2019 17:00","34911","39936"
"24.02.2019 17:00 - 24.02.2019 17:30","36141","41712"
"24.02.2019 17:30 - 24.02.2019 18:00","37647","43494"
"24.02.2019 18:00 - 24.02.2019 18:30","38359","43881"
"24.02.2019 18:30 - 24.02.2019 19:00","37786","43758"
"24.02.2019 19:00 - 24.02.2019 19:30","37336","43035"
"24.02.2019 19:30 - 24.02.2019 20:00","36583","42070"
"24.02.2019 20:00 - 24.02.2019 20:30","35656","40783"
"24.02.2019 20:30 - 24.02.2019 21:00","34545","39114"
"24.02.2019 21:00 - 24.02.2019 21:30","33220","37841"
"24.02.2019 21:30 - 24.02.2019 22:00","31576","36107"
"24.02.2019 22:00 - 24.02.2019 22:30","30149","34227"
"24.02.2019 22:30 - 24.02.2019 23:00","28964","32535"
"24.02.2019 23:00 - 24.02.2019 23:30","27113","30071"
"24.02.2019 23:30 - 25.02.2019 00:00","26200","28944"
"25.02.2019 00:00 - 25.02.2019 00:30","26598","28520"
"25.02.2019 00:30 - 25.02.2019 01:00","26741","28917"
"25.02.2019 01:00 - 25.02.2019 01:30","26266","28955"
"25.02.2019 01:30 - 25.02.2019 02:00","25710","28352"
"25.02.2019 02:00 - 25.02.2019 02:30","25492","27712"
"25.02.2019 02:30 - 25.02.2019 03:00","25351","27545"
"25.02.2019 03:00 - 25.02.2019 03:30","25179","27565"
"25.02.2019 03:30 - 25.02.2019 04:00","25061","27138"
"25.02.2019 04:00 - 25.02.2019 04:30","25207","27150"
"25.02.2019 04:30 - 25.02.2019 05:00","25780","27316"
"25.02.2019 05:00 - 25.02.2019 05:30","26812","28152"
"25.02.2019 05:30 - 25.02.2019 06:00","29232","30102"
"25.02.2019 06:00 - 25.02.2019 06:30","32637","35009"
"25.02.2019 06:30 - 25.02.2019 07:00","36035","38328"
"25.02.2019 07:00 - 25.02.2019 07:30","38700","41665"
"25.02.2019 07:30 - 25.02.2019 08:00","39918","42811"
"25.02.2019 08:00 - 25.02.2019 08:30","40664","43890"
"25.02.2019 08:30 - 25.02.2019 09:00","41197","44555"
"25.02.2019 09:00 - 25.02.2019 09:30","41774","42712"
"25.02.2019 09:30 - 25.02.2019 10:00","41976","44637"
"25.02.2019 10:00 - 25.02.2019 10:30","41655","44091"
"25.02.2019 10:30 - 25.02.2019 11:00","41281","43623"
"25.02.2019 11:00 - 25.02.2019 11:30","40932","43895"
"25.02.2019 11:30 - 25.02.2019 12:00","40740","43859"
"25.02.2019 12:00 - 25.02.2019 12:30","40465","43755"
"25.02.2019 12:30 - 25.02.2019 13:00","39849","43203"
"25.02.2019 13:00 - 25.02.2019 13:30","39494","42890"
"25.02.2019 13:30 - 25.02.2019 14:00","39245","42335"
"25.02.2019 14:00 - 25.02.2019 14:30","38695","42047"
"25.02.2019 14:30 - 25.02.2019 15:00","38211","41599"
"25.02.2019 15:00 - 25.02.2019 15:30","38368","40018"
"25.02.2019 15:30 - 25.02.2019 16:00","38881","40370"
"25.02.2019 16:00 - 25.02.2019 16:30","39277","41067"
"25.02.2019 16:30 - 25.02.2019 17:00","40005","41876"
"25.02.2019 17:00 - 25.02.2019 17:30","41568","44238"
"25.02.2019 17:30 - 25.02.2019 18:00","42763","45833"
"25.02.2019 18:00 - 25.02.2019 18:30","42813","46885"
"25.02.2019 18:30 - 25.02.2019 19:00","42342","46815"
"25.02.2019 19:00 - 25.02.2019 19:30","41525","46276"
"25.02.2019 19:30 - 25.02.2019 20:00","40663","45401"
"25.02.2019 20:00 - 25.02.2019 20:30","39622","43841"
"25.02.2019 20:30 - 25.02.2019 21:00","37999","42343"
"25.02.2019 21:00 - 25.02.2019 21:30","35933","40552"
"25.02.2019 21:30 - 25.02.2019 22:00","33737","38559"
"25.02.2019 22:00 - 25.02.2019 22:30","31880","36164"
"25.02.2019 22:30 - 25.02.2019 23:00","30084","34240"
"25.02.2019 23:00 - 25.02.2019 23:30","28452","31928"
"25.02.2019 23:30 - 26.02.2019 00:00","27876","30262"
"26.02.2019 00:00 - 26.02.2019 00:30","28017","29747"
"26.02.2019 00:30 - 26.02.2019 01:00","28156","29866"
"26.02.2019 01:00 - 26.02.2019 01:30","27745","29496"
"26.02.2019 01:30 - 26.02.2019 02:00","27229","28588"
"26.02.2019 02:00 - 26.02.2019 02:30","27061","27742"
"26.02.2019 02:30 - 26.02.2019 03:00","26953","27559"
"26.02.2019 03:00 - 26.02.2019 03:30","26770","27246"
"26.02.2019 03:30 - 26.02.2019 04:00","26655","26771"
"26.02.2019 04:00 - 26.02.2019 04:30","26736","26807"
"26.02.2019 04:30 - 26.02.2019 05:00","27179","27277"
"26.02.2019 05:00 - 26.02.2019 05:30","28092","29544"
"26.02.2019 05:30 - 26.02.2019 06:00","30425","31304"
"26.02.2019 06:00 - 26.02.2019 06:30","33723","35298"
"26.02.2019 06:30 - 26.02.2019 07:00","36974","38390"
"26.02.2019 07:00 - 26.02.2019 07:30","39437","41286"
"26.02.2019 07:30 - 26.02.2019 08:00","40409","42496"
"26.02.2019 08:00 - 26.02.2019 08:30","40721","43223"
"26.02.2019 08:30 - 26.02.2019 09:00","40704","43170"
"26.02.2019 09:00 - 26.02.2019 09:30","41024","43195"
"26.02.2019 09:30 - 26.02.2019 10:00","41130","42988"
"26.02.2019 10:00 - 26.02.2019 10:30","40582","42599"
