"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"10.01.2017 01:00 - 10.01.2017 01:30","28787","28423"
"10.01.2017 01:30 - 10.01.2017 02:00","28130","27600"
"10.01.2017 02:00 - 10.01.2017 02:30","27986","27547"
"10.01.2017 02:30 - 10.01.2017 03:00","27869","27387"
"10.01.2017 03:00 - 10.01.2017 03:30","27249","26693"
"10.01.2017 03:30 - 10.01.2017 04:00","26778","26186"
"10.01.2017 04:00 - 10.01.2017 04:30","26631","25976"
"10.01.2017 04:30 - 10.01.2017 05:00","26890","25969"
"10.01.2017 05:00 - 10.01.2017 05:30","27843","26566"
"10.01.2017 05:30 - 10.01.2017 06:00","30216","28276"
"10.01.2017 06:00 - 10.01.2017 06:30","33565","32430"
"10.01.2017 06:30 - 10.01.2017 07:00","37576","36151"
"10.01.2017 07:00 - 10.01.2017 07:30","40994","39793"
"10.01.2017 07:30 - 10.01.2017 08:00","42471","41958"
"10.01.2017 08:00 - 10.01.2017 08:30","42882","42012"
"10.01.2017 08:30 - 10.01.2017 09:00","43362","41900"
"10.01.2017 09:00 - 10.01.2017 09:30","43978","41996"
"10.01.2017 09:30 - 10.01.2017 10:00","43895","42290"
"10.01.2017 10:00 - 10.01.2017 10:30","43818","42139"
"10.01.2017 10:30 - 10.01.2017 11:00","44045","42445"
"10.01.2017 11:00 - 10.01.2017 11:30","44407","42262"
"10.01.2017 11:30 - 10.01.2017 12:00","44929","42452"
"10.01.2017 12:00 - 10.01.2017 12:30","45087","42825"
"10.01.2017 12:30 - 10.01.2017 13:00","44961","42705"
"10.01.2017 13:00 - 10.01.2017 13:30","44700","42514"
"10.01.2017 13:30 - 10.01.2017 14:00","44539","42376"
"10.01.2017 14:00 - 10.01.2017 14:30","44192","42451"
"10.01.2017 14:30 - 10.01.2017 15:00","43559","42388"
"10.01.2017 15:00 - 10.01.2017 15:30","44045","42351"
"10.01.2017 15:30 - 10.01.2017 16:00","45733","43221"
"10.01.2017 16:00 - 10.01.2017 16:30","48042","45802"
"10.01.2017 16:30 - 10.01.2017 17:00","49874","47951"
"10.01.2017 17:00 - 10.01.2017 17:30","49929","49215"
"10.01.2017 17:30 - 10.01.2017 18:00","49421","48817"
"10.01.2017 18:00 - 10.01.2017 18:30","49244","48068"
"10.01.2017 18:30 - 10.01.2017 19:00","48409","47608"
"10.01.2017 19:00 - 10.01.2017 19:30","46975","46687"
"10.01.2017 19:30 - 10.01.2017 20:00","45432","45349"
"10.01.2017 20:00 - 10.01.2017 20:30","43606","43752"
"10.01.2017 20:30 - 10.01.2017 21:00","41500","41915"
"10.01.2017 21:00 - 10.01.2017 21:30","39336","39958"
"10.01.2017 21:30 - 10.01.2017 22:00","36971","37626"
"10.01.2017 22:00 - 10.01.2017 22:30","34717","35585"
"10.01.2017 22:30 - 10.01.2017 23:00","32450","33389"
"10.01.2017 23:00 - 10.01.2017 23:30","30565","31310"
"10.01.2017 23:30 - 11.01.2017 00:00","29804","29832"
"11.01.2017 00:00 - 11.01.2017 00:30","29500","29035"
"11.01.2017 00:30 - 11.01.2017 01:00","29598","29307"
"11.01.2017 01:00 - 11.01.2017 01:30","29030","29019"
"11.01.2017 01:30 - 11.01.2017 02:00","28315","28088"
"11.01.2017 02:00 - 11.01.2017 02:30","28068","27189"
"11.01.2017 02:30 - 11.01.2017 03:00","27934","26862"
"11.01.2017 03:00 - 11.01.2017 03:30","27418","26615"
"11.01.2017 03:30 - 11.01.2017 04:00","26836","25842"
"11.01.2017 04:00 - 11.01.2017 04:30","26612","24893"
"11.01.2017 04:30 - 11.01.2017 05:00","27000","24994"
"11.01.2017 05:00 - 11.01.2017 05:30","27850","25727"
"11.01.2017 05:30 - 11.01.2017 06:00","30014","27311"
"11.01.2017 06:00 - 11.01.2017 06:30","33416","31832"
"11.01.2017 06:30 - 11.01.2017 07:00","37311","35584"
"11.01.2017 07:00 - 11.01.2017 07:30","40701","38994"
"11.01.2017 07:30 - 11.01.2017 08:00","42166","40927"
"11.01.2017 08:00 - 11.01.2017 08:30","42390","41987"
"11.01.2017 08:30 - 11.01.2017 09:00","42715","41736"
"11.01.2017 09:00 - 11.01.2017 09:30","43261","41849"
"11.01.2017 09:30 - 11.01.2017 10:00","43461","41926"
"11.01.2017 10:00 - 11.01.2017 10:30","43785","41545"
"11.01.2017 10:30 - 11.01.2017 11:00","43937","41529"
"11.01.2017 11:00 - 11.01.2017 11:30","43919","41546"
"11.01.2017 11:30 - 11.01.2017 12:00","44099","41776"
"11.01.2017 12:00 - 11.01.2017 12:30","44095","42070"
"11.01.2017 12:30 - 11.01.2017 13:00","43956","42097"
"11.01.2017 13:00 - 11.01.2017 13:30","43929","42093"
"11.01.2017 13:30 - 11.01.2017 14:00","44264","42141"
"11.01.2017 14:00 - 11.01.2017 14:30","44520","42341"
"11.01.2017 14:30 - 11.01.2017 15:00","44789","42341"
"11.01.2017 15:00 - 11.01.2017 15:30","45375","42604"
"11.01.2017 15:30 - 11.01.2017 16:00","46652","43504"
"11.01.2017 16:00 - 11.01.2017 16:30","48426","46080"
"11.01.2017 16:30 - 11.01.2017 17:00","49613","48681"
"11.01.2017 17:00 - 11.01.2017 17:30","49521","50174"
"11.01.2017 17:30 - 11.01.2017 18:00","48720","49982"
"11.01.2017 18:00 - 11.01.2017 18:30","48465","48987"
"11.01.2017 18:30 - 11.01.2017 19:00","48164","48404"
"11.01.2017 19:00 - 11.01.2017 19:30","46996","46585"
"11.01.2017 19:30 - 11.01.2017 20:00","45593","45557"
"11.01.2017 20:00 - 11.01.2017 20:30","43953","44074"
"11.01.2017 20:30 - 11.01.2017 21:00","41937","42130"
"11.01.2017 21:00 - 11.01.2017 21:30","39797","40127"
"11.01.2017 21:30 - 11.01.2017 22:00","37751","37923"
"11.01.2017 22:00 - 11.01.2017 22:30","35757","35823"
"11.01.2017 22:30 - 11.01.2017 23:00","33379","34001"
"11.01.2017 23:00 - 11.01.2017 23:30","31241","31531"
"11.01.2017 23:30 - 12.01.2017 00:00","30700","31542"
"12.01.2017 00:00 - 12.01.2017 00:30","31085","29523"
"12.01.2017 00:30 - 12.01.2017 01:00","30868","28748"
"12.01.2017 01:00 - 12.01.2017 01:30","30258","29210"
"12.01.2017 01:30 - 12.01.2017 02:00","29438","28800"
"12.01.2017 02:00 - 12.01.2017 02:30","29038","27820"
"12.01.2017 02:30 - 12.01.2017 03:00","28709","27688"
"12.01.2017 03:00 - 12.01.2017 03:30","28078","27564"
"12.01.2017 03:30 - 12.01.2017 04:00","27619","27750"
"12.01.2017 04:00 - 12.01.2017 04:30","27543","26936"
"12.01.2017 04:30 - 12.01.2017 05:00","27830","27406"
"12.01.2017 05:00 - 12.01.2017 05:30","28612","26358"
"12.01.2017 05:30 - 12.01.2017 06:00","30888","27207"
"12.01.2017 06:00 - 12.01.2017 06:30","34217","28873"
"12.01.2017 06:30 - 12.01.2017 07:00","38102","33503"
"12.01.2017 07:00 - 12.01.2017 07:30","41612","41278"
"12.01.2017 07:30 - 12.01.2017 08:00","43320","43228"
"12.01.2017 08:00 - 12.01.2017 08:30","43491","44257"
"12.01.2017 08:30 - 12.01.2017 09:00","43586","44261"
"12.01.2017 09:00 - 12.01.2017 09:30","44126","45016"
"12.01.2017 09:30 - 12.01.2017 10:00","44503","45198"
"12.01.2017 10:00 - 12.01.2017 10:30","45397","45474"
"12.01.2017 10:30 - 12.01.2017 11:00","46065","45929"
"12.01.2017 11:00 - 12.01.2017 11:30","46234","46277"
"12.01.2017 11:30 - 12.01.2017 12:00","46528","46677"
"12.01.2017 12:00 - 12.01.2017 12:30","46593","47204"
"12.01.2017 12:30 - 12.01.2017 13:00","46468","47121"
"12.01.2017 13:00 - 12.01.2017 13:30","46357","47264"
"12.01.2017 13:30 - 12.01.2017 14:00","46282","47225"
"12.01.2017 14:00 - 12.01.2017 14:30","46260","47729"
"12.01.2017 14:30 - 12.01.2017 15:00","46233","47540"
"12.01.2017 15:00 - 12.01.2017 15:30","46810","47644"
"12.01.2017 15:30 - 12.01.2017 16:00","48094","48655"
"12.01.2017 16:00 - 12.01.2017 16:30","49689","50606"
"12.01.2017 16:30 - 12.01.2017 17:00","51316","51449"
"12.01.2017 17:00 - 12.01.2017 17:30","51945","51829"
"12.01.2017 17:30 - 12.01.2017 18:00","52064","51391"
"12.01.2017 18:00 - 12.01.2017 18:30","51757","51009"
"12.01.2017 18:30 - 12.01.2017 19:00","50794","50734"
"12.01.2017 19:00 - 12.01.2017 19:30","49284","49205"
"12.01.2017 19:30 - 12.01.2017 20:00","47195","47947"
"12.01.2017 20:00 - 12.01.2017 20:30","45070","45916"
"12.01.2017 20:30 - 12.01.2017 21:00","43037","44148"
"12.01.2017 21:00 - 12.01.2017 21:30","40810","42198"
"12.01.2017 21:30 - 12.01.2017 22:00","38393","39700"
"12.01.2017 22:00 - 12.01.2017 22:30","36294","37671"
"12.01.2017 22:30 - 12.01.2017 23:00","34021","35854"
"12.01.2017 23:00 - 12.01.2017 23:30","32017","33862"
"12.01.2017 23:30 - 13.01.2017 00:00","31278","31556"
"13.01.2017 00:00 - 13.01.2017 00:30","30556","31483"
"13.01.2017 00:30 - 13.01.2017 01:00","30697","31065"
"13.01.2017 01:00 - 13.01.2017 01:30","30363","30993"
"13.01.2017 01:30 - 13.01.2017 02:00","29890","30084"
"13.01.2017 02:00 - 13.01.2017 02:30","29748","30440"
"13.01.2017 02:30 - 13.01.2017 03:00","29601","30440"
"13.01.2017 03:00 - 13.01.2017 03:30","29146","29954"
"13.01.2017 03:30 - 13.01.2017 04:00","28761","29387"
"13.01.2017 04:00 - 13.01.2017 04:30","28553","28307"
"13.01.2017 04:30 - 13.01.2017 05:00","28715","28407"
"13.01.2017 05:00 - 13.01.2017 05:30","29519","28320"
"13.01.2017 05:30 - 13.01.2017 06:00","31835","29703"
"13.01.2017 06:00 - 13.01.2017 06:30","35272","33982"
"13.01.2017 06:30 - 13.01.2017 07:00","39144","37972"
"13.01.2017 07:00 - 13.01.2017 07:30","42582","41258"
"13.01.2017 07:30 - 13.01.2017 08:00","44162","43352"
"13.01.2017 08:00 - 13.01.2017 08:30","44434","45237"
"13.01.2017 08:30 - 13.01.2017 09:00","44765","45385"
"13.01.2017 09:00 - 13.01.2017 09:30","45366","46001"
"13.01.2017 09:30 - 13.01.2017 10:00","45387","46455"
"13.01.2017 10:00 - 13.01.2017 10:30","45490","46666"
"13.01.2017 10:30 - 13.01.2017 11:00","45624","46649"
"13.01.2017 11:00 - 13.01.2017 11:30","45680","46447"
"13.01.2017 11:30 - 13.01.2017 12:00","45850","46277"
"13.01.2017 12:00 - 13.01.2017 12:30","45677","46756"
"13.01.2017 12:30 - 13.01.2017 13:00","45471","46809"
"13.01.2017 13:00 - 13.01.2017 13:30","45132","45418"
"13.01.2017 13:30 - 13.01.2017 14:00","45220","45414"
"13.01.2017 14:00 - 13.01.2017 14:30","45351","45618"
"13.01.2017 14:30 - 13.01.2017 15:00","45348","45515"
"13.01.2017 15:00 - 13.01.2017 15:30","45747","45193"
"13.01.2017 15:30 - 13.01.2017 16:00","46895","45594"
"13.01.2017 16:00 - 13.01.2017 16:30","48916","46393"
"13.01.2017 16:30 - 13.01.2017 17:00","50807","48083"
"13.01.2017 17:00 - 13.01.2017 17:30","51180","50231"
"13.01.2017 17:30 - 13.01.2017 18:00","50280","49923"
"13.01.2017 18:00 - 13.01.2017 18:30","49471","48438"
"13.01.2017 18:30 - 13.01.2017 19:00","48561","47870"
"13.01.2017 19:00 - 13.01.2017 19:30","47040","47105"
"13.01.2017 19:30 - 13.01.2017 20:00","45237","46007"
"13.01.2017 20:00 - 13.01.2017 20:30","43439","44601"
"13.01.2017 20:30 - 13.01.2017 21:00","41544","42987"
"13.01.2017 21:00 - 13.01.2017 21:30","39645","41423"
"13.01.2017 21:30 - 13.01.2017 22:00","37690","39496"
"13.01.2017 22:00 - 13.01.2017 22:30","36027","37667"
"13.01.2017 22:30 - 13.01.2017 23:00","34159","36221"
"13.01.2017 23:00 - 13.01.2017 23:30","32338","34102"
"13.01.2017 23:30 - 14.01.2017 00:00","30902","31702"
"14.01.2017 00:00 - 14.01.2017 00:30","31611","31599"
"14.01.2017 00:30 - 14.01.2017 01:00","31656","31310"
"14.01.2017 01:00 - 14.01.2017 01:30","30897","30722"
"14.01.2017 01:30 - 14.01.2017 02:00","30043","29717"
"14.01.2017 02:00 - 14.01.2017 02:30","29714","29180"
"14.01.2017 02:30 - 14.01.2017 03:00","29485","29013"
"14.01.2017 03:00 - 14.01.2017 03:30","28944","28528"
"14.01.2017 03:30 - 14.01.2017 04:00","28549","27775"
"14.01.2017 04:00 - 14.01.2017 04:30","28333","27236"
"14.01.2017 04:30 - 14.01.2017 05:00","28344","27130"
"14.01.2017 05:00 - 14.01.2017 05:30","28546","27060"
"14.01.2017 05:30 - 14.01.2017 06:00","29379","27581"
"14.01.2017 06:00 - 14.01.2017 06:30","30617","29844"
"14.01.2017 06:30 - 14.01.2017 07:00","32019","31562"
"14.01.2017 07:00 - 14.01.2017 07:30","33457","33216"
"14.01.2017 07:30 - 14.01.2017 08:00","35053","34586"
"14.01.2017 08:00 - 14.01.2017 08:30","37244","36449"
"14.01.2017 08:30 - 14.01.2017 09:00","39206","38468"
"14.01.2017 09:00 - 14.01.2017 09:30","40542","40750"
"14.01.2017 09:30 - 14.01.2017 10:00","41305","41474"
"14.01.2017 10:00 - 14.01.2017 10:30","41665","42269"
"14.01.2017 10:30 - 14.01.2017 11:00","41724","42548"
"14.01.2017 11:00 - 14.01.2017 11:30","42104","43053"
"14.01.2017 11:30 - 14.01.2017 12:00","42468","43228"
"14.01.2017 12:00 - 14.01.2017 12:30","42327","43166"
"14.01.2017 12:30 - 14.01.2017 13:00","41985","42864"
"14.01.2017 13:00 - 14.01.2017 13:30","41272","42002"
"14.01.2017 13:30 - 14.01.2017 14:00","40962","41497"
"14.01.2017 14:00 - 14.01.2017 14:30","40730","41505"
"14.01.2017 14:30 - 14.01.2017 15:00","40647","41168"
"14.01.2017 15:00 - 14.01.2017 15:30","40809","40748"
"14.01.2017 15:30 - 14.01.2017 16:00","41517","40976"
"14.01.2017 16:00 - 14.01.2017 16:30","43560","42569"
"14.01.2017 16:30 - 14.01.2017 17:00","45755","45010"
"14.01.2017 17:00 - 14.01.2017 17:30","46840","48056"
"14.01.2017 17:30 - 14.01.2017 18:00","46599","48064"
"14.01.2017 18:00 - 14.01.2017 18:30","45830","47272"
"14.01.2017 18:30 - 14.01.2017 19:00","44756","46483"
"14.01.2017 19:00 - 14.01.2017 19:30","43256","44368"
"14.01.2017 19:30 - 14.01.2017 20:00","41848","43105"
"14.01.2017 20:00 - 14.01.2017 20:30","40614","41083"
"14.01.2017 20:30 - 14.01.2017 21:00","39194","39553"
"14.01.2017 21:00 - 14.01.2017 21:30","37646","38132"
"14.01.2017 21:30 - 14.01.2017 22:00","36000","36684"
"14.01.2017 22:00 - 14.01.2017 22:30","34679","35227"
"14.01.2017 22:30 - 14.01.2017 23:00","33225","34178"
"14.01.2017 23:00 - 14.01.2017 23:30","31817","32760"
"14.01.2017 23:30 - 15.01.2017 00:00","30617","31558"
"15.01.2017 00:00 - 15.01.2017 00:30","30139","31598"
"15.01.2017 00:30 - 15.01.2017 01:00","30218","31707"
"15.01.2017 01:00 - 15.01.2017 01:30","29711","30666"
"15.01.2017 01:30 - 15.01.2017 02:00","29102","29228"
"15.01.2017 02:00 - 15.01.2017 02:30","28884","28255"
"15.01.2017 02:30 - 15.01.2017 03:00","28594","27782"
"15.01.2017 03:00 - 15.01.2017 03:30","27959","27039"
"15.01.2017 03:30 - 15.01.2017 04:00","27390","26217"
"15.01.2017 04:00 - 15.01.2017 04:30","26999","25009"
"15.01.2017 04:30 - 15.01.2017 05:00","26852","24607"
"15.01.2017 05:00 - 15.01.2017 05:30","26916","24560"
"15.01.2017 05:30 - 15.01.2017 06:00","27542","24586"
"15.01.2017 06:00 - 15.01.2017 06:30","28334","25302"
"15.01.2017 06:30 - 15.01.2017 07:00","29066","26030"
"15.01.2017 07:00 - 15.01.2017 07:30","29845","27233"
"15.01.2017 07:30 - 15.01.2017 08:00","30849","28830"
"15.01.2017 08:00 - 15.01.2017 08:30","32470","30873"
"15.01.2017 08:30 - 15.01.2017 09:00","34446","32680"
"15.01.2017 09:00 - 15.01.2017 09:30","36406","35325"
"15.01.2017 09:30 - 15.01.2017 10:00","38065","37059"
"15.01.2017 10:00 - 15.01.2017 10:30","39208","38538"
"15.01.2017 10:30 - 15.01.2017 11:00","39867","39536"
"15.01.2017 11:00 - 15.01.2017 11:30","40419","40903"
"15.01.2017 11:30 - 15.01.2017 12:00","41035","41548"
"15.01.2017 12:00 - 15.01.2017 12:30","41576","43016"
"15.01.2017 12:30 - 15.01.2017 13:00","41545","42998"
"15.01.2017 13:00 - 15.01.2017 13:30","41000","43104"
"15.01.2017 13:30 - 15.01.2017 14:00","40691","42887"
"15.01.2017 14:00 - 15.01.2017 14:30","40640","42726"
"15.01.2017 14:30 - 15.01.2017 15:00","40770","42549"
"15.01.2017 15:00 - 15.01.2017 15:30","41247","42064"
"15.01.2017 15:30 - 15.01.2017 16:00","42457","42418"
"15.01.2017 16:00 - 15.01.2017 16:30","44656","44252"
"15.01.2017 16:30 - 15.01.2017 17:00","46242","46678"
"15.01.2017 17:00 - 15.01.2017 17:30","46329","48153"
"15.01.2017 17:30 - 15.01.2017 18:00","45645","47636"
"15.01.2017 18:00 - 15.01.2017 18:30","44840","46777"
"15.01.2017 18:30 - 15.01.2017 19:00","43833","45687"
"15.01.2017 19:00 - 15.01.2017 19:30","42536","43067"
"15.01.2017 19:30 - 15.01.2017 20:00","41314","42101"
"15.01.2017 20:00 - 15.01.2017 20:30","40008","40544"
"15.01.2017 20:30 - 15.01.2017 21:00","38348","39059"
"15.01.2017 21:00 - 15.01.2017 21:30","36351","37434"
"15.01.2017 21:30 - 15.01.2017 22:00","34327","35611"
"15.01.2017 22:00 - 15.01.2017 22:30","32740","34022"
"15.01.2017 22:30 - 15.01.2017 23:00","30976","32420"
"15.01.2017 23:00 - 15.01.2017 23:30","29161","30582"
"15.01.2017 23:30 - 16.01.2017 00:00","28848","29307"
"16.01.2017 00:00 - 16.01.2017 00:30","28557","29295"
"16.01.2017 00:30 - 16.01.2017 01:00","28635","29290"
"16.01.2017 01:00 - 16.01.2017 01:30","28507","29645"
"16.01.2017 01:30 - 16.01.2017 02:00","28143","28772"
"16.01.2017 02:00 - 16.01.2017 02:30","28077","28515"
"16.01.2017 02:30 - 16.01.2017 03:00","27858","28436"
"16.01.2017 03:00 - 16.01.2017 03:30","27239","27767"
"16.01.2017 03:30 - 16.01.2017 04:00","26744","27325"
"16.01.2017 04:00 - 16.01.2017 04:30","26586","25910"
"16.01.2017 04:30 - 16.01.2017 05:00","26889","25792"
"16.01.2017 05:00 - 16.01.2017 05:30","27779","26341"
"16.01.2017 05:30 - 16.01.2017 06:00","30373","28322"
"16.01.2017 06:00 - 16.01.2017 06:30","34117","32274"
"16.01.2017 06:30 - 16.01.2017 07:00","38347","32294"
"16.01.2017 07:00 - 16.01.2017 07:30","42102","39058"
"16.01.2017 07:30 - 16.01.2017 08:00","43796","41093"
"16.01.2017 08:00 - 16.01.2017 08:30","44048","42083"
"16.01.2017 08:30 - 16.01.2017 09:00","44319","42278"
"16.01.2017 09:00 - 16.01.2017 09:30","45002","43411"
"16.01.2017 09:30 - 16.01.2017 10:00","44904","43926"
"16.01.2017 10:00 - 16.01.2017 10:30","44989","43791"
"16.01.2017 10:30 - 16.01.2017 11:00","45551","44216"
"16.01.2017 11:00 - 16.01.2017 11:30","45864","44630"
"16.01.2017 11:30 - 16.01.2017 12:00","46109","44771"
"16.01.2017 12:00 - 16.01.2017 12:30","46025","44723"
"16.01.2017 12:30 - 16.01.2017 13:00","45915","44515"
"16.01.2017 13:00 - 16.01.2017 13:30","45633","44495"
"16.01.2017 13:30 - 16.01.2017 14:00","45478","44252"
"16.01.2017 14:00 - 16.01.2017 14:30","45494","43809"
"16.01.2017 14:30 - 16.01.2017 15:00","45348","43586"
"16.01.2017 15:00 - 16.01.2017 15:30","45757","43199"
"16.01.2017 15:30 - 16.01.2017 16:00","46956","43803"
"16.01.2017 16:00 - 16.01.2017 16:30","48790","47693"
"16.01.2017 16:30 - 16.01.2017 17:00","50380","49019"
"16.01.2017 17:00 - 16.01.2017 17:30","50668","50020"
"16.01.2017 17:30 - 16.01.2017 18:00","49944","49652"
"16.01.2017 18:00 - 16.01.2017 18:30","49193","48903"
"16.01.2017 18:30 - 16.01.2017 19:00","48409","48454"
"16.01.2017 19:00 - 16.01.2017 19:30","47369","47919"
"16.01.2017 19:30 - 16.01.2017 20:00","46034","46442"
"16.01.2017 20:00 - 16.01.2017 20:30","44360","43854"
"16.01.2017 20:30 - 16.01.2017 21:00","42420","42442"
"16.01.2017 21:00 - 16.01.2017 21:30","40092","40504"
"16.01.2017 21:30 - 16.01.2017 22:00","37656","38231"
"16.01.2017 22:00 - 16.01.2017 22:30","35395","36178"
"16.01.2017 22:30 - 16.01.2017 23:00","33075","34064"
"16.01.2017 23:00 - 16.01.2017 23:30","31020","31202"
"16.01.2017 23:30 - 17.01.2017 00:00","30184","29208"
"17.01.2017 00:00 - 17.01.2017 00:30","30702","29225"
"17.01.2017 00:30 - 17.01.2017 01:00","30611","29439"
"17.01.2017 01:00 - 17.01.2017 01:30","30022","29261"
"17.01.2017 01:30 - 17.01.2017 02:00","29457","28629"
"17.01.2017 02:00 - 17.01.2017 02:30","29215","28215"
"17.01.2017 02:30 - 17.01.2017 03:00","28948","28056"
"17.01.2017 03:00 - 17.01.2017 03:30","28344","27454"
"17.01.2017 03:30 - 17.01.2017 04:00","27871","26859"
"17.01.2017 04:00 - 17.01.2017 04:30","27690","26621"
"17.01.2017 04:30 - 17.01.2017 05:00","27838","26630"
"17.01.2017 05:00 - 17.01.2017 05:30","28690","27229"
"17.01.2017 05:30 - 17.01.2017 06:00","31187","28715"
"17.01.2017 06:00 - 17.01.2017 06:30","34839","32353"
"17.01.2017 06:30 - 17.01.2017 07:00","38994","36089"
"17.01.2017 07:00 - 17.01.2017 07:30","42404","39363"
"17.01.2017 07:30 - 17.01.2017 08:00","43677","41296"
"17.01.2017 08:00 - 17.01.2017 08:30","43902","41938"
"17.01.2017 08:30 - 17.01.2017 09:00","44320","41827"
"17.01.2017 09:00 - 17.01.2017 09:30","44807","42517"
"17.01.2017 09:30 - 17.01.2017 10:00","44844","42930"
"17.01.2017 10:00 - 17.01.2017 10:30","45074","42859"
"17.01.2017 10:30 - 17.01.2017 11:00","45313","43316"
"17.01.2017 11:00 - 17.01.2017 11:30","45486","43534"
"17.01.2017 11:30 - 17.01.2017 12:00","45909","43871"
"17.01.2017 12:00 - 17.01.2017 12:30","46056","43989"
"17.01.2017 12:30 - 17.01.2017 13:00","45838","43936"
"17.01.2017 13:00 - 17.01.2017 13:30","45549","43920"
"17.01.2017 13:30 - 17.01.2017 14:00","45571","43674"
"17.01.2017 14:00 - 17.01.2017 14:30","45599","43742"
"17.01.2017 14:30 - 17.01.2017 15:00","45360","43287"
"17.01.2017 15:00 - 17.01.2017 15:30","45545","43295"
"17.01.2017 15:30 - 17.01.2017 16:00","46651","43880"
"17.01.2017 16:00 - 17.01.2017 16:30","48655","48110"
"17.01.2017 16:30 - 17.01.2017 17:00","50155","49545"
"17.01.2017 17:00 - 17.01.2017 17:30","50269","49931"
"17.01.2017 17:30 - 17.01.2017 18:00","49765","49587"
"17.01.2017 18:00 - 17.01.2017 18:30","49278","49718"
"17.01.2017 18:30 - 17.01.2017 19:00","48650","49510"
"17.01.2017 19:00 - 17.01.2017 19:30","47532","47829"
"17.01.2017 19:30 - 17.01.2017 20:00","46205","47028"
"17.01.2017 20:00 - 17.01.2017 20:30","44540","44995"
"17.01.2017 20:30 - 17.01.2017 21:00","42584","43088"
"17.01.2017 21:00 - 17.01.2017 21:30","40363","41101"
"17.01.2017 21:30 - 17.01.2017 22:00","37946","39030"
"17.01.2017 22:00 - 17.01.2017 22:30","35667","36719"
"17.01.2017 22:30 - 17.01.2017 23:00","33346","34642"
"17.01.2017 23:00 - 17.01.2017 23:30","31365","32720"
"17.01.2017 23:30 - 18.01.2017 00:00","30565","30936"
"18.01.2017 00:00 - 18.01.2017 00:30","30789","30927"
"18.01.2017 00:30 - 18.01.2017 01:00","30733","30044"
"18.01.2017 01:00 - 18.01.2017 01:30","30094","29737"
"18.01.2017 01:30 - 18.01.2017 02:00","29505","29099"
"18.01.2017 02:00 - 18.01.2017 02:30","29189","28689"
"18.01.2017 02:30 - 18.01.2017 03:00","29065","28620"
"18.01.2017 03:00 - 18.01.2017 03:30","28753","28074"
"18.01.2017 03:30 - 18.01.2017 04:00","28563","27659"
"18.01.2017 04:00 - 18.01.2017 04:30","28478","27509"
"18.01.2017 04:30 - 18.01.2017 05:00","28523","27640"
"18.01.2017 05:00 - 18.01.2017 05:30","29304","28292"
"18.01.2017 05:30 - 18.01.2017 06:00","31730","29992"
"18.01.2017 06:00 - 18.01.2017 06:30","35316","33419"
"18.01.2017 06:30 - 18.01.2017 07:00","39375","37128"
"18.01.2017 07:00 - 18.01.2017 07:30","42678","40885"
"18.01.2017 07:30 - 18.01.2017 08:00","43793","42716"
